Last Name,First Name,Full name,Maiden Name (Last),Maiden Name,Birth Date,Death Date,Birth place,Death place,Gender,Associated Monthly Meeting,Notes
Greenwood,Elizabeth,"Greenwood, Elizabeth",,,,1864-10-22,,"Springfield, England",female,Witham MM,She was born ca. 1780 and married Robert Greenwood of Springfield.  She was noted as a Minister at a somewhat advanced age by Witham MM.
Greer,Elizabeth,"Greer, Elizabeth",Lucas,"Lucas, Elizabeth",,1871-11-17,,Ireland,female,Tipperary MM,"dt/o Thomas and Jane Lucas, born in 1779.  She married Thomas Greer in 1810.  She was recorded a Minister by County Tipperary Monthly Meeting in January 1829.  She was active in her Meeting and Yearly Meeting and visited meetings in various parts of the country."
Greer,Mary,"Greer, Mary",Whitsitt,"Whitsitt, Mary",,1742-12-19,,Ireland,female,Lurgan Province Meeting,She was born in 1669.  She became a Minister and served for 37 years and traveled in Scotland and in some parts of England as well as Leinster and Munster.  She was married.
Gregg,Francis,"Gregg, Francis",,,,1848-02-24,,"Witney, England",male,Witney MM,"He was born in 1802 and joined the Society of Friends by ""conviction"" and became a Minister and served for about 7 years.  He was buried at Witney, aged 46 years."
Gregory,Ann,"Gregory, Ann",Byrd,"Byrd, Ann",1769-09-17,1806-10-01,,"Yatton, England",female,North Somerset MM,"dt/o William Byrd and Ann (Hitchcock).  She married 1st, in 1790 to Robert Fry (d. 1790) and 2nd in 1798 to Robert Gregory, of Yatton, Somerset and they had 5 children.  At age about 34 she became a Minister."
Gregory,Betty,"Gregory, Betty",,,,1792-11-02,,Melksham,female,Wiltshire MM,"She was born ca. 1732 and became ""convinced"" and at age about 40 appeared in the Ministry and served for about 20 years.  She visited Friends in Ireland and families in her own Meeting.    She was buried in Friends' burying ground at Melksham."
Gregory,Dean,"Gregory, Dean",,,1916-06-25,1970-05-22,"near Alton, Kansas","Wichita, Kansas",male,,"s/o Lloyd and Cora Gregory (she was a Friends Minister).  He studied at Marion College, Marion, Indiana and received a B. A.  He married Kathleen Shrauner in 1940 and they had 2 sons.  He served as General Superintendent of Oregon Yearly Meeting form 1951-1965.  He served as General Superintendent of Kansas YM from 1969 for the rest of his life."
Gregory,Dora Margaret,"Gregory, Dora Margaret",,,1884-01-28,1928-01-31,"Whalley Range, Manchester, England","Eccles, Manchester, England",female,,"dt/o Theodore Gregory and Margaret Ransome (Nash).  She studied at The Mount School, York and the Manchester Kindergarten Training College.  She served as an Overseer and was always interested in the Society of Friends."
Gregory,Elizabeth,"Gregory, Elizabeth",Selfe,"Selfe, Elizabeth",1762-02-28,1837-11-05,"Bristol, England",,female,North Somerset MM,dt/o Isaac and Elizabeth Selfe.  In 1797 she married Edward Gregory of Yatton.  She became a Minister.  She was interred in Friends Burial Ground at Claverham.
Gregory,Levi,"Gregory, Levi",,,1850-01-04,1928-03-06,"near Richland, Iowa","Oakland, California",male,Salem MM Iowa,"s/o Numidia and Zelinda Gregory.  He studied at Whittier College, Iowa, B.S. 1874.  He married Lydia A. McMillan on 12/10/1873 and joined the faculty of Whittier College in 1874 and became President in 1892.  He was recorded a Minister by Salem MM in 1884.  He became pastor of San Jose Friends Meeting for 6 years and also pastor of Oakland Friends Meeting."
Gregory,Maurice,"Gregory, Maurice",,,1859-04-22,1932-10-06,"near Bristol, England","Stroud, Gloucestershire, England",male,Gloucestershire & Nailsworth MM,"s/o Thomas Gregory and Maria (Edwards).  He studied at Sidcot School.   He went to India in 1885 and, while there, married Emma Ann Collins, at Bombay, on 1/19/1889 and they had 2 children.  He became secretary of the Friends Association of the Abolition of State Regulation of Vice.  He traveled took him to Australia, South Africa, Europe, America and many times to India.  He was recorded a Minister on 5/17/1906 by Westminster & Longford MM and was clerk to Elders."
Gregson,George,"Gregson, George",,,,,"Lancashire, England",,male,,"He was raised a Roman Catholic and removed to County Antrim, Ireland.  He was ""convinced"" and joined Friends and became a Minister.  He traveled widely in England and Ireland.  He was imprisoned.  He left a large portion of his estate to several meetings in Ireland and to Friends in Lancashire.  He died in 1690."
Grellet,Stephen,"Grellet, Stephen",,,1773-11-02,1855-11-16,"Limoges, France","Burlington, New Jersey",male,Phildelphia MM Northern District,"s/o Gabriel Marc Antoine de Grellet and Susanne de Senamaud.  He studied at Military College on Lyons, France.  In 1789 he was in forces at Coblenz, Germany, was captured and escaped to Holland.  He emigrated to South America and then to Philadelphia.  He joined Friends in 1796 and became a Minister in 1798.  He married Rebecca Collins, dt/o Isaac and Rachel Collins, of New York, on 1/11/1804.  He traveled several times to Europe and met with a variety of people."
Griffin,Esther,"Griffin, Esther",Cromwell,"Cromwell, Esther",,1832-11-16,"Harristown, Westchester Co., New York",,female,,"dt/o John and Anna Cromwell, born ca. 1759.  She married John Griffin, Jr. in 1777 and they had a large family.  She became a Minister and labored with her sister Hannah Field, also a Minister.  She was involved in the schism of 1827-28."
Griffin,Mary,"Griffin, Mary",Palmer,"Palmer, Mary",,1810-12-20,"Stonington, Connecticut","Nine Partners, New York",female,,"dt/o Moses Palmer, (born in July 1710), a Presbyterian family. However, she became ""convinced"" and joined Friends.  She married 1st William Moore and 2nd, ? Griffin and had children.  She became a Minister and served for 80 years.  She moved to Nine Partners, Dutchess County, New York in about 1745.  She visited New England twice in her Ministry."
Griffith,Abraham,"Griffith, Abraham",,,,1760-10-04,,"Richland ?, Pennsylvania",male,,"He was born ca. 1680 and ca. 1710 settled in Richland, Pennsylvania.  He became a Minister, though not largely gifted."
Griffith,Alice,"Griffith, Alice",,,,1749-04-01,,"Gwynedd, Pennsylvania",female,,"She married Hugh Griffith on North Wales, Pennsylvania and was a Minister of deep discernment and did family visits."
Griffith,Edith,"Griffith, Edith",Price,"Price, Edith",,1873-02-11,"Baltimore County, Maryland","near Butlerville, Indiana",female,,"dt/o Daniel and Elizabeth Price.  She married Amos Griffith in 1820 and moved to Washington County, Pennsylvania.  IN 1839 she was recorded a Minister.  In 1842 and 1844 she visited Baltimore and Philadelphia.  She visited England and Ireland for 2 years and went there again in 1867."
Griffith,John,"Griffith, John",,,1713-07-21,1776-06-17,"Radnorshire, South Wales","Chelmsford, Essex, England",male,,"s/o John and Amy (Morgan ?) Griffith.  He emigrated to Darby, Pennsylvania in 1726.  He married 1st, Rebecca Blunston in 1737.  He became a Minister and served for 42 years.  He traveled to England and was captured by a privateer and carried to Spain and France.  He escaped and returned to America in 1750.  He married 2nd, Frances Wyatt, of Chelmsford, Essex and settled there.  He visited Philadelphia in 1765."
Griffith,John,"Griffith, John",,,,1833-02-22,"Hopewell, Virginia","Hopewell, Virginia",male,,He was born ca. 1737 and grieved over the schism of 1827-28 among Friends.
Griffiths,Frances,"Griffiths, Frances",,,,1728-09-10,Ireland,"Cork ?, Ireland",female,,"She was born in 1656 and they moved to Cork.  She was ""convinced"" in 1679 and married and had children.  In 1693 she became a Minister and traveled in some parts of England and Wales.  "
Grimshaw,John,"Grimshaw, John",,,,1744-08-29,"Guiseley, Yorkshire, England","Rawden, England",male,,"s/o Abraham Grimshaw, baptised on 11/23/1664.  He became a ""convinced"" Friend.  He married 1st, Grace Ibbitson of Dearing, Nithsdale, Yorkshire on 5/11/1697, and they had 2 children.  He married 2nd, Pheby Cockshaw of Yeadon, at Rawden on 6/3/1702 and they had 8 children.  He became a Minister at age about 60 and served for about 20 years.  He was buried in Friends' burying ground at Rawden."
Grimshaw,William,"Grimshaw, William",,,1798-11-17,1853-02-05,"Islington, London, England","London, England",male,,"s/o William and Agnes Grimshaw.  He married Margaret Brown, dt/o James and Elizabeth Brown of Islington, at Winchmore Hill, on 9/17/1824 and they had 7 children.  He became a Minister."
Grinnell,Jeremiah A.,"Grinnell, Jeremiah A.",,,1815-10-02,1891-11-30,"Montpelier, Vermont","Pasadena, California",male,,"He joined Friends in 1835 and settled at Gilead, Morrow County, Ohio.  He married 1st, Martha Taber (d. 1879) in 1840 and they had children.  In 1850 he moved Iowa and was granted minutes to visit Friends all over America.  His 1st wife died in Maryville, Tennessee.  He married 2nd, Jane M. Kille of Damascus, Ohio.  They moved to Pasadena, California and he built up churches on the coast."
Grone,Ferdinand Emilius,"Grone, Ferdinand Emilius",,,,1920-02-14,"Minden, Germany","Peckham, London, England",male,Colchester MM,"s/o Herman and Wilhelmina Grone, born about 1850.  His parents were received into Membership of Friends that year at Pyrmont & Minden Two Months Meeting.  He came to England and studied at Friends School, Croydon.  He married Elizabeth Pierce, dt/o Thomas Pierce, of Newport, Isle of Wight, on 8/5/1874, and they had 2 children.  In 1888 he was recorded a Minister and also served as clerk of Colchester MM.  In 1902 he was elected a member of the Royal Society of British Artists."
Groom,Donald,"Groom, Donald",,,,1972-08-12,,"near Delhi, India",male,,"He was born ca. 1913.  He volunteered for relief work in Barcelona in 1938 and then in Paris with Spanish refugees.  He returned to London and married Erica Hodgin and they had 3 children.  He obtained a position in India in 1940 and in 1943 became Director of Friends Rural Centre, Rusulia, until 1956.  In 1961 he returned to England and became secretary of Friends Peace Council.  In 1970 they emigrated to Australia and they became joint editor of the ""Australian Friend"".  He died in a plane crash."
Grove,Ann,"Grove, Ann",Palmer,"Palmer, Ann",,1788-12-29,"Milton Mowbrey, Leicestershire, England",,female,Banbury MM,"dt/o John and Mary Palmer, born about 1714.  Her parents died while she was a child.  She became a Minister and served for about 50 years and between 1737 and 1743 she traveled widely in England and parts of Wales.  She married James Grove in 1743 and they had 2 children.  She was buried at Friends burying ground at Adderbury."
Grubb,Anna,"Grubb, Anna",Watson,"Watson, Anna",,1874-03-07,"Kilconner, County Carlow",,female,Kingston MM,"dt/o John and Eliza Lecky Watson, born in 1802.  She married Samuel Grubb of Cooleville in 1834 and they had children.  She served as an Elder and became a Minister in 1871 at Kingston MM.   "
Grubb,Edward,"Grubb, Edward",,,1854-10-19,1939-01-23,"Sudbury, Suffolk, England",,male,Hertford & Hitchin MM,s/o Jonathan and Elizabeth (Burlingham) Grubb.  He studied at Sidcot and Bootham and in 1880 earned a M.A. degree in Philosophy and Political Economy.  He married Emma Maria Horsnaill (d. 3/31/1939)  of Bulford Mill in 1877 and became a recorded Minister in 1894.  He served as Editor of the British Friend from 1895-1901.  He visited America 4 times after 1901.
Grubb,George,"Grubb, George",,,1847-11-17,1905-04-09,"Limerick, Ireland","Cork, Ireland",male,Cork MM,"s/o Thomas and Elizabeth Grubb.  He studied at Newtown School, Waterford, Ireland.  He moved to Dublin in 1867 and he was recorded a Minister in 1870.  In 1871 he settled in Cork and in 1874 he married Louisa Meyers and they had 3 sons.  He served as Clerk of Dublin YM and went to the Richmond Conference in 1887 and visited several yearly meetings in the U.S. and Canada and did so again in 1892."
Grubb,Hannah,"Grubb, Hannah",,,,,"Clonmel, Ireland",,female,Tipperary MM,"dt/o Benjamin & Susanna Grubb, born ca. 1765, died in 1813.  In 1797 she traveled to Cork with Mary Dudley and made her first appearance in the Ministry and served for 15 years.  In 1801-2 she made an extended journey all over Great Britain with Sarah Lynes."
Grubb,Isabel,"Grubb, Isabel",,,,1972-02-01,"Carrick-on-Suir, Tipperary, Ireland","Grange Park, Waterford",female,Waterford MM,"dt/o Joseph Ernest and Hannah Rebecca (Jacob) Grubb, born in October 1881.  She studied at Mountmellick School and taught there for 6 years and studied at Woodbrooke College.  In 1929 she attended All-American Friends Conference, Oskaloosa, Iowa.  During 1930-1939 she worked in Dublin and was Clerk of Dublin MM.  IN 1951 she moved to Waterford and in 1964 welcomed 9th Triennial Meeting of Friends World Committee there."
Grubb,John,"Grubb, John",,,1766-12-05,1841-05-18,"Clonmel, Ireland","Sudbury, England",male,Bury MM,"s/o Benjamin & Susanna Grubb.  He was acknowledged a Minister in 1796 and served for 47 years.  He married Sarah Lynes (also a Minister) in 1803 and in 1818 he moved to Bury, Suffolk and then to Stoke Newington and the last 6 years of his life at Sudbury where he was buried in the Friends' burial ground."
Grubb,Jonathan,"Grubb, Jonathan",,,1808-01-12,1894-06-17,"Clonmel, Ireland","The Retreat, York, England",male,Colchester MM,"s/o John and Sarah )Lynes) Grubb.  In ca. 1818 his family moved to England.  He married 1st, Elizabeth Gripper, dt/o Edward Gripper and Mary (Coleby) of Layer Breton, Essex, on 10/11/1838, and she died shortly thereafter.  He married 2nd, Elizabeth Burlingham, dt/o Thomas Burlington,  of Worcester, on 1/25/1844, and they had 5 children.  He was recorded a Minister and visited nearly every Friends meeting in the United Kingdom and the Shetland Island, and the Vaudois Valleys of Piedmont.  He was buried at Witton Cemetery, Birmingham."
Grubb,Margaret,"Grubb, Margaret",Shackleton,"Shackleton, Margaret",,1829-02-08,"Ballitore, Ireland",Ireland,female,Tipperary MM,"dt/o Richard and Eliazbeth Shackleton, born in 1751.  She was raised as a Friend.  In 1776 she married Samuel Grubb and lived near Tipperary MM, where she became an Elder.  About at age 40 she became  a Minister and visited meetings and families throughout Ireland.  She was buried at Clonmel."
Grubb,Rebecca,"Grubb, Rebecca",Strangman,"Strangman, Rebecca",1821-05-28,1907-12-28,"Waterford, Ireland",Carrick-on-Suir,female,,dt/o Joshua and Anna (Wakefield) Strangman.  She married John Grubb in 1840 (d. 1870) and they had children.  In 1866 a meeting house was built at Clonmel.  She was recognized a Minister in 1876 and traveled in Ireland.  
Grubb,Sarah,"Grubb, Sarah",Lynes,"Lynes, Sarah",1773-04-13,1842-03-16,"Wapping, London, England","Sudbury, England",female,Bury MM,dt/o Mason and Hannah Lynes. She studied at Islington Road School.  She became a Minister at age 17 by the Tipperary Meeting in 1794 and she preached in markets and in the streets.  In 1797 she moved to Gracechurch Street MM London and in 1803 married John Grubb (d. 1841) and they had 4 children.  She was buried at Friends' burial ground at Sudbury.
Grubb,Sarah,"Grubb, Sarah",Tuke,"Tuke, Sarah",1756-06-20,1790-12-08,"York, England","Cork, Ireland",female,,"dt/o William and Elizabeth (Hoyland) Tuke.  She became a recommended Minister and in 1782 she married Robert Grubb of Clonmel, Ireland.  They founded the Suir Island school for girls.  She traveled widely in Great Britain and Europe.  She died while visiting Cork and was buried there."
Grubb,Thomas Edward,"Grubb, Thomas Edward",,,,1905-05-26,"Cork, Ireland","Cork, Ireland",male,Cork MM,"s/o George and Louisa Grubb, born in February 1877.  He studied at Waterford School.  He served as an Overseer in Cork Meeting and recorded a Minister in 1902.  He sailed to Australia and visited scattered gatherings of Friends in Tasmania.  He returned to England and to Cork and died at age 28."
Gudmundsson,Klemens,"Gudmundsson, Klemens",,,,,Iceland,,male,,"He was a Member of Friends in Iceland and traveled to Ireland, where he delivered 500 speeches on a journey of 120 days in the south, east and north."
Gulivuzwa,Joel,"Gulivuzwa, Joel",,,,1979-01-15,Kenya,Kenya,male,,"He was born in 1855.  He began a group of African Friends at Vihiga.  He was noted as a craftsman and when the British government moved to Kisumu, Joel was asked to go there with his followers to thatch government homes.  He died at age 123 years!"
Gundry,Martha,"Gundry, Martha",Naish,"Naish, Martha",1774-08-20,1845-09-25,"Flax Bourton, Somerset, England","Calne, England",female,Calne MM,"dt/o Joseph and Betty Naish.  She married Joseph Fry Gundry, s/o William and Catherine Gundry of Calne, at Bristol, on 3/14/1798 and they had 10 children.  She became a Minister and served for 20 years."
Gundry,William,"Gundry, William",,,,1851-04-27,"Calne, England","Calne, England",male,Wiltshire MM,He was born in 1777.  He was recorded a Minister in 1811 and visited nearly all of the Meetings of Friends in Great Britain.  He was interred at Friends' burial ground at Calne.
Gurney,Eliza Paul,"Gurney, Eliza Paul",Kirkbride,"Kirkbride, Eliza Paul",1801-04-06,1881-11-08,"Bridesburg, Philadelphia, Pennsylvania","West Hill, Burlington, New Jersey",female,,"dt/o Joseph and Mary Paul Kirkbride.  She studied at Westtown School.  She visited England in 1836 and in 1838 spoke as a Minister.  She married Joseph John Gurney (his 3rd wife) in 1841.  After he died in 1847 she lived for a time in Earlham, England.  In 1850 she returned to America and in 1855 went again to England.  She was instrumental in starting the meeting which became the Atlantic City MM.  In 1862 she was in a group who visited President Lincoln at the White House."
Gurney,John,"Gurney, John",,,1688-07-16,1741-01-23,"Norwich, England","Norwich, England",male,Norwich MM,"s/o John and Elizabeth Gurney.  He became a Minister at about age 21 and traveled widely and attended Monthly, Quarterly and Yearly Meetings.  He became ""convinced"" and married in 1709 to Elizabeth Hadduck.  He was offered a seat in Parliament by Horace Walpole, but he declined."
Gurney,Joseph,"Gurney, Joseph",,,1692-02-24,1750-04-07,"Keswick, near Norwich, England","Norwich, England",male,Norwich MM,s/o John and Elizabeth Gurney.  He became a Minister at about age 21 and served for about 38 years.  He married Hannah Middleton of Newcastle-on-Tyne and they had 10 children.   He traveled widely in Ireland and Wales and several parts of England.
Gurney,Joseph,"Gurney, Joseph",,,1757-06-01,1830-12-25,"Norwich, England","Lakenham Grove, Norwich, England",male,Norwich MM,"s/o John and Elizabeth (Kett) Gurney.  He married Jane Chapman, dt/o Abel and Hannah Chapman, at Scarborough, on 10/6/1784 and they had 9 children.  He became a Minister at age about 50 and was a regular attender at the Yearly Meeting.  "
Gurney,Joseph John,"Gurney, Joseph John",,,1788-08-02,1847-01-04,"Earlham, near Norwich, England","Norwich, England",male,Norwich MM,"s/o John and Catherine Gurney.  He married 1st, Jane Birkbeck (d. 1822) of Lynn in September 1817 and they had 2 children.  He married 2nd, Mary Fowler (d. 1835), dt/o Robert Fowler and Rachel (Barnard) in September 1827 and in 1841 he married Eliza Paul Kirkbride of Philadelphia.  He visited many of the countries in Europe and struggled against slavery, capital punishment and for prison reform.  He became a Minister and served for nearly 30 years.  He published a wide variety of works."
Gurney,Mary,"Gurney, Mary",,,1726-09-07,1788-11-02,"Norwich, England","Upton, England",female,Norwich MM,dt/o Edmund and Mary Gurney.  Her parents were well esteemed among Friends.  At age about 32 she became a Minister and served for about 27 years. She only visited counties near Norfolk.   She was buried in Friends' burying ground near Bunhill Fields.
Gurney,Mary,"Gurney, Mary",Fowler,"Fowler, Mary",1802-10-22,1835-09-29,"Melksham, Wiltshire, England","Earlham, England",female,Norwich MM,"dt/o Robert Fowler and Rachel ( Barnard).  She married, as his 2nd wife, Joseph John Gurney, of Earlham, Norwich, in 1827.  She became a Minister in 1832 and traveled with he husband in the Home Counties."
Gurney,Priscilla,"Gurney, Priscilla",,,1785-11-27,1821-03-25,"Earlham,near Norwich, England","Cromer, England",female,Norwich MM,"dt/o John and Catherine (Bell) Gurney.  She became fully ""convinced"" in 1805 and spoke in the Ministry in 1810.  She visited meetings and families in her Quarterly Meeting.  In 1816 and 1817 she visited France and Congenise, in France.    She visited Ireland in 1818 and the Isle of Wight in 1820.  She lived at Cromer, the home of her brother-in-law, Thomas Fowell Buxton."
Gurney,Priscilla Hannah,"Gurney, Priscilla Hannah",,,1757-06-22,1828-11-17,"Norwich, England","Widcombe Bath, England",female,,dt/o Joseph and Christiana (Barclay)  Gurney.  At age about 19 she was persuaded by friends to attend the Church of England and she never felt at home and re-joined Friends in 1793.  She spent many years traveling in most of England and parts of Scotland.  She became a Minister and served for about 37 years.  For 15 years she traveled with Susanna Naish in England and Wales.
Gwin,Thomas,"Gwin, Thomas",,,1656-05-03,1720-12-20,"Falmouth, Cornwall, England","Falmouth, England",male,,"s/o Thomas Gwin.  He studied in France in 1670 and, soon back in England, he was ""convinced"" and spoke in meeting in 1674 and became a Minister.  In 1677 he visited Wales and into Devonshire in 1678.  He married Elizabeth Whitford, dt/o Elizabeth Whitford (widow), at Quithoeck, on 5/8/1687 and they had 10 children.   He served as Mayor of Falmouth 3 times."
Hack,Daniel Pryor,"Hack, Daniel Pryor",,,1794-10-04,1886-03-07,"Brighton, Sussex, England","Brighton, Sussex, England",male,Lewes & Chichester MM,"s/o Daniel Hack and Sarah( Pryor).  He was imprisoned in 1814 for his refusal to serve in the local militia.  He married Eliza Carter, dt/o James and Fanny Carter, at Brighton, on 7/15/1819 and they had 5 children.  He became a Minister in 1823 and visited nearly every Meeting in the United Kingdom , often accompanied by his wife.  He visited Ireland in 1842 and twice attended the Yearly Meeting in Dublin.  He regularly attended the London Yearly Meeting during 60 years."
Hack,Eliza,"Hack, Eliza",Carter,"Carter, Eliza",,1878-07-02,"Brighton, Sussex, England","Brighton, Sussex, England",female,Lewes & Chichester MM,"dt/o James and Fanny Carter, born in 1796.She joined Friends at age 8 with her father and studied at Friends' School at York at age 10.  She married Daniel Pryor Hack, s/o Daniel and Sarah Hack, at Brighton on 7/15/1819 and they had 5 children.  She became a Minister in 1827.  She visited the families of Friends in Brighton and Lewes in 1846.  She was clerk of the Women's Yearly Meeting in 1844 and 1845 and went with her husband on some journeys in England and Scotland."
Hack,Mary Pryor,"Hack, Mary Pryor",,,1837-10-02,1916-07-13,"Brighton, Sussex, England","Brighton, Sussex, England",female,Lewes & Chichester MM,dt/o Daniel Pryor Hack and Eliza (Carter).  She studied at Lewes.  She was recorded a Minister in 1886 and she served as an Overseer from 1871 to 1916.  Her eldest sister Priscilla was a lifelong companion.
Hack,Sarah,"Hack, Sarah",Fairbank,"Fairbank, Sarah",,1818-03-06,"Sheffield, England","Chichester ?, England",female,Lewes & Chichester MM,"dt/o William and Mary Fairbank, born in 1762 of parents who were Friends.  She became a Minister in about 1790.  She married James Hack of Chichester, a widower with children, in 1799.  She visited Meetings in Yorkshire, Kent, Sussex, Hampshire, Dorset, Devon, Cornwall, Essex and Wales, London and Bristol.  She also served as Clerk of Women's Yearly Meeting in 1806 and 1808."
Hadley,Chester A.,"Hadley, Chester A.",,,1888-01-07,1940-06-03,Indiana,"Portland, Oregon",male,,"s/o Lewis and Edith Hadley.  He was educated as an electrical engineer and moved to Portland, Oregon.  He married Grace Gardner.  He became a pastor and was recorded a Minister at Rosedale in Salem Quarter in Oregon, and at Piedmont and First Friends in Portland, in Portland Quarter.  He served as General superintendent of Oregon Yearly Meeting."
Hadley,Hiram,"Hadley, Hiram",,,1833-03-17,1922-12-03,"Clinton County, Ohio","Kansas City, Missouri",male,Bloomingdale MM Indiana,"s/o John and Ann Wildman Hadley.  He studied at Haverford College in 1853-4 and in 1856 he married 1st, Hannah Fulghum, and they had 4 children.  He married 2nd, Katherine E. Coffin in 1880.  In Richmond, Indiana, he established Hadley's Norman Academy.  He became a Minister in 1886 by Bloomingdale MM.  In 1887 he moved to Las Cruces, New Mexico and where he founded its College and served as President and also served at New Mexico University.  "
Hadley,James,"Hadley, James",,,1794-05-26,1843-12-25,"Chatham County, North Carolina","Whitelick ?, Indiana",male,Cane Creek MM ,"s/o Thomas and Mary Hadley.  In 1815 he married Mary Hadley and lived in the limits of Cane Creek MM.  They moved to Whitelick, Indiana and in 1823 set up a meeting.  He became a Minister in 1826 and opposed the doctrines of Elias Hicks.  He traveled to North Carolina in 1830."
Hadley,Newton,"Hadley, Newton",,,1832-02-17,1913-12-04,"near Mooresville, Indiana",,male,,"s/o Alfred and Rhoda Hadley.  He studied at Friends Bloomingdale Academy.  He was a teacher and became a Minister.  He preached at Watseka, Illinois, Mountain Home, Alabama and Hiawatha, Nebraska.  He married Mary Thompson on 12/5/1885."
Hadley,Stephen Marshall,"Hadley, Stephen Marshall",,,,,,,male,,He acquired a PhD at the University of Wisconsin and served as Principal of Friendsville Academy from 1884-85.  In ca. 191-98 he was clerk of Iowa Yearly Meeting.  He was active at William Penn College in 1917-18 and also served as a Pastor.
Hadley,William Jasper,"Hadley, William Jasper",,,1848-07-30,1930-03-20,"near Danville, Indiana","Iowa Falls, Iowa",male,,"s/o Thomas and Lucinda (Jones) Hadley.  He studied at Earlham College.  He married Mary Carpenter of Westfield, Indiana, in 1870 and they had 1 daughter.  They lived in Dallas County, Iowa in the 1870s and served several years as Superintendent of Schools in area which became Oklahoma.   He returned to Iowa and did pastoral work at Des Moines and later at Worcester and Falmouth, Massachusetts."
Hadley,Zimri H.,"Hadley, Zimri H.",,,1849-03-27,1912-06-06,"Morgan County, Indiana","Northbranch, Kansas",male,Northbranch MM,"s/o Thomas L. and Sarah M. Hadley.  They moved to Dallas County, Iowa in 1865.  He married Sarah A. Mendenhall in August 1871.  He was recorded a Minister in 1898.  He served on the Board of Directors of Northbranch Academy.  He served his meeting in an official capacity during his active career."
Hadwen,Isaac,"Hadwen, Isaac",,,,,"Liverpool, England",,male,Hardshaw West MM,"s/o Isaac and Hannah Hadwen, born 1753 and died in 1842.  He married Susanna Gaylard of Warwick in 1791.  He became a Minister in 1813 and accompanied visiting Americans around the country.  He attended Yearly Meetings every year."
Hadwen,Isaac,"Hadwen, Isaac",,,,1737-08-29,,"Chester, Chester County, Pennsylvania",male,,"He was born ca. 1687 and lived at Side, near Sedbergh in N. W. Yorkshire, England.  He became a Minister and in 1714 he married Sarah Moore.  In 1718 he visited America and went again in 1737 on business.  He contracted a fever at Chester."
Hadwen,Isaac,"Hadwen, Isaac",,,1793-01-22,1865-02-25,"Liverpool, England","West Derby, England",male,,"s/o Isaac Hadwen and Susanna (Gaylard).  He married Tabitha Ashworth, dt/o John Ashworth and Isabel, at Edgeworth, Lancashire, on 10/10/1822 and they had 9 children.  He served as an Elder in his Meeting."
Hadwen,Sarah,"Hadwen, Sarah",Moore,"Moore, Sarah",,1761-04-01,"Eldreth, Yorkshire, England",,female,Hardshaw MM,"dt/o John and Sarah Moore, born in 1690.  She married Isaac Hadwen in 1714 and he died in America in 1737.  She became a Minister and served for 35 years and 1725 traveled in the South and West of England.  In 1727 she visited Cumberland, Yorkshire and Lancashire.  She was buried in the Friends burial ground at Liverpool."
Hadwen,Susanna,"Hadwen, Susanna",Gaylard,"Gaylard, Susanna",,1827-01-24,"Bristol, England","Liverpool, England",female,Hardshaw West MM,"dt/o Andrew and Susanna Gaylard, born in 1756.  Her parents died when she was young and at age 18 she went to live in Warwick.  She became a Minister in 1785 and served for about 42 years and visited some of the midland counties with Ann Jessop of America.  She married Isaac Hadwen, III of Liverpool in 1791.  In 1813 she visited Wales, Herefordshire and parts of Worcestershire and Cloucester.  She went 3 times with her husband to Cumberland."
Haggar,Mary,"Haggar, Mary",Knight,"Knight, Mary",1758-01-04,1840-01-25,"Stone-hall, Essex, England","Ashford, Kent, England",female,Tottenham MM,"dt/o William and Lettice Knight.  She married Stephen Hagger, (d. 1810) in 1782 and they had several children.  She became a Minister in 1794 and in 1807 resigned her membership in the meeting of Ministers and Elders.  In 1827 she moved to Ashford, Kent and in 1830 was reacknowledged as a Minister and traveled in England."
Haig,Mary,"Haig, Mary",Masters,"Masters, Mary",,1718-01-13,England,North Carolina,female,,"She was born ca. 1679 and emigrated to America and met the Lloyd family in Pennsylvania.  She became a Minister and married William Haig.  They moved to Antigua, British West Indies.  After he died ca. 1716 she moved back to America and settled in North Carolina."
Haight,Edgar,"Haight, Edgar",,,,1949-05-09,,"Union, Ontario, Canada",male,,He was born ca. 1858 and served as a Minister for many years.
Haines,Hinchman,"Haines, Hinchman",,,,1853-01-26,,"near Evesham, New Jersey",male,,"s/o Noah and Hannah (Thorn) Haines, born ca. 1768.  He married Mary Warrington.  He became a Minister and he was at the Philadelphia Yearly Meeting in 1827 when the ""separation"" occurred.  He attended Yearly Meeting for the last time in 1852."
Haines,Jesse,"Haines, Jesse",,,1756-09-14,1856-09-08,"near West Chester, Pennsylvania","near Pennsdale, Pennsylvania",male,,"s/o Isaac and Mary Haines.  He taught at Middletown, Chester County, Pennsylvania.  During the Revolutionary War he refused to serve in the army and the officers took his money and watch and best clothing.  He was arrested and beaten, but finally released by General Wayne.  IN 1785 he married Rachel Otley and they had 6 children.  They lived in Columbiana County, Pennsylvania.  In 1816 he visited Friends in New England, Canada and Western New York."
Haines,Leslie Bois,"Haines, Leslie Bois",,,1915-04-05,1980-10-26,,England,male,Romford MM,"He was a pacifist and joined Friends at Rumford Meeting.  He was a teacher of science, biology and health education.  He lived at West Mersea and was a founding member of the West Mersea Museum.  He served as an Elder and assistant clerk and on the Friends Education Council. He was married."
